test_case,seed,model,angle_deg,target_cos,hit_rank,hit_name,hit_sim,hit_is_target
chicken + processed + Western_Atlantic,chicken,chem,30,0.866025,2,buffalo_wing_sauce,0.395100,True
chicken + processed + Western_Atlantic,chicken,chem,30,0.866025,3,beef,0.388900,False
chicken + processed + Western_Atlantic,chicken,chem,30,0.866025,4,ranch_dressing,0.355200,True
chicken + processed + Western_Atlantic,chicken,chem,30,0.866025,5,cheddar_cheese,0.352400,True
chicken + processed + Western_Atlantic,chicken,chem,60,0.500000,1,colby_cheese,0.396400,True
chicken + processed + Western_Atlantic,chicken,chem,60,0.500000,2,buffalo_wing_sauce,0.396100,True
chicken + processed + Western_Atlantic,chicken,chem,60,0.500000,3,ranch_dressing,0.383300,True
chicken + processed + Western_Atlantic,chicken,chem,60,0.500000,4,cream_of_chicken_soup,0.375000,True
chicken + processed + Western_Atlantic,chicken,chem,60,0.500000,5,alfredo_sauce,0.352500,True
tofu + meat direction,tofu,cooc,0,1.000000,1,birds_eye_chili,0.453100,False
tofu + meat direction,tofu,cooc,0,1.000000,2,ginger,0.433200,False
tofu + meat direction,tofu,cooc,0,1.000000,3,scallion,0.386400,False
tofu + meat direction,tofu,cooc,0,1.000000,4,light_soy_sauce,0.379200,False
tofu + meat direction,tofu,cooc,0,1.000000,5,shiitake_mushroom,0.378800,False
tofu + meat direction,tofu,cooc,30,0.866025,1,birds_eye_chili,0.388400,False
tofu + meat direction,tofu,cooc,30,0.866025,2,white_pepper,0.360800,False
tofu + meat direction,tofu,cooc,30,0.866025,3,scallion,0.360300,False
tofu + meat direction,tofu,cooc,30,0.866025,4,clam,0.350700,True
tofu + meat direction,tofu,cooc,30,0.866025,5,ginger,0.344500,False
tofu + meat direction,tofu,cooc,60,0.500000,1,clam,0.316800,True
tofu + meat direction,tofu,cooc,60,0.500000,2,crab,0.313500,True
tofu + meat direction,tofu,cooc,60,0.500000,3,capicola,0.278000,True
tofu + meat direction,tofu,cooc,60,0.500000,4,white_pepper,0.276500,False
tofu + meat direction,tofu,cooc,60,0.500000,5,pike,0.272900,True
tofu + meat direction,tofu,core,0,1.000000,1,oil,0.813100,False
tofu + meat direction,tofu,core,0,1.000000,2,birds_eye_chili,0.801100,False
tofu + meat direction,tofu,core,0,1.000000,3,napa_cabbage,0.799600,False
tofu + meat direction,tofu,core,0,1.000000,4,oyster_sauce,0.796000,False
tofu + meat direction,tofu,core,0,1.000000,5,glass_noodle,0.794400,False
tofu + meat direction,tofu,core,30,0.866025,1,salt,0.740000,False
tofu + meat direction,tofu,core,30,0.866025,2,oil,0.721300,False
tofu + meat direction,tofu,core,30,0.866025,3,shaoxing_wine,0.701500,False
tofu + meat direction,tofu,core,30,0.866025,4,hot_pot_base,0.695500,False
tofu + meat direction,tofu,core,30,0.866025,5,oyster_sauce,0.694300,False
tofu + meat direction,tofu,core,60,0.500000,1,remoulade_sauce,0.547700,False
tofu + meat direction,tofu,core,60,0.500000,2,anchovy,0.543600,True
tofu + meat direction,tofu,core,60,0.500000,3,halibut,0.542000,True
tofu + meat direction,tofu,core,60,0.500000,4,cod,0.532900,True
tofu + meat direction,tofu,core,60,0.500000,5,haddock,0.532000,True
tofu + meat direction,tofu,chem,0,1.000000,1,oil,0.627700,False
tofu + meat direction,tofu,chem,0,1.000000,2,rice_cake,0.581000,False
tofu + meat direction,tofu,chem,0,1.000000,3,sole,0.546900,True
tofu + meat direction,tofu,chem,0,1.000000,4,bok_choy,0.542400,False
tofu + meat direction,tofu,chem,0,1.000000,5,enoki_mushroom,0.537800,False
tofu + meat direction,tofu,chem,30,0.866025,1,oil,0.559300,False
tofu + meat direction,tofu,chem,30,0.866025,2,rice_cake,0.547600,False
tofu + meat direction,tofu,chem,30,0.866025,3,sole,0.528700,True
tofu + meat direction,tofu,chem,30,0.866025,4,frog_leg,0.511100,True
tofu + meat direction,tofu,chem,30,0.866025,5,carp,0.509400,True
tofu + meat direction,tofu,chem,60,0.500000,1,eel,0.397400,True
tofu + meat direction,tofu,chem,60,0.500000,2,frog_leg,0.369300,True
tofu + meat direction,tofu,chem,60,0.500000,3,sole,0.368800,True
tofu + meat direction,tofu,chem,60,0.500000,4,rice_cake,0.367300,False
tofu + meat direction,tofu,chem,60,0.500000,5,octopus,0.366400,True
chicken + sweet,chicken,cooc,0,1.000000,1,garlic,0.393400,False
chicken + sweet,chicken,cooc,0,1.000000,2,onion,0.366200,False
chicken + sweet,chicken,cooc,0,1.000000,3,black_pepper,0.358100,True
chicken + sweet,chicken,cooc,0,1.000000,4,turkey,0.348000,False
chicken + sweet,chicken,cooc,0,1.000000,5,carrot,0.342500,False
chicken + sweet,chicken,cooc,30,0.866025,1,orange,0.356200,False
chicken + sweet,chicken,cooc,30,0.866025,2,clove,0.313900,True
chicken + sweet,chicken,cooc,30,0.866025,3,mint,0.298800,True
chicken + sweet,chicken,cooc,30,0.866025,4,falernum,0.295400,False
chicken + sweet,chicken,cooc,30,0.866025,5,lime,0.281900,False
chicken + sweet,chicken,cooc,60,0.500000,1,orange,0.394400,False
chicken + sweet,chicken,cooc,60,0.500000,2,rum,0.362700,True
chicken + sweet,chicken,cooc,60,0.500000,3,peach,0.362700,True
chicken + sweet,chicken,cooc,60,0.500000,4,ginger_ale,0.353400,False
chicken + sweet,chicken,cooc,60,0.500000,5,bitters,0.352500,False
chicken + sweet,chicken,core,0,1.000000,1,pork,0.580800,False
chicken + sweet,chicken,core,0,1.000000,2,beef,0.571200,False
chicken + sweet,chicken,core,0,1.000000,3,chicken_broth,0.549900,False
chicken + sweet,chicken,core,0,1.000000,4,peanut,0.523300,False
chicken + sweet,chicken,core,0,1.000000,5,cream_of_chicken_soup,0.521700,False
chicken + sweet,chicken,core,30,0.866025,1,peanut,0.501900,False
chicken + sweet,chicken,core,30,0.866025,2,pork,0.494400,False
chicken + sweet,chicken,core,30,0.866025,3,water_chestnut,0.477400,False
chicken + sweet,chicken,core,30,0.866025,4,loganberry,0.475500,True
chicken + sweet,chicken,core,30,0.866025,5,tea,0.474600,False
chicken + sweet,chicken,core,60,0.500000,1,loganberry,0.495200,True
chicken + sweet,chicken,core,60,0.500000,2,sparkling_wine,0.471400,True
chicken + sweet,chicken,core,60,0.500000,3,orange,0.463100,False
chicken + sweet,chicken,core,60,0.500000,4,rum,0.459700,True
chicken + sweet,chicken,core,60,0.500000,5,tea,0.447900,False
chicken + sweet,chicken,chem,0,1.000000,1,beef,0.405100,False
chicken + sweet,chicken,chem,0,1.000000,2,pork,0.339700,False
chicken + sweet,chicken,chem,0,1.000000,3,cream_of_chicken_soup,0.310700,False
chicken + sweet,chicken,chem,0,1.000000,4,buffalo_wing_sauce,0.288200,False
chicken + sweet,chicken,chem,0,1.000000,5,peanut,0.282100,False
chicken + sweet,chicken,chem,30,0.866025,1,beef,0.322600,False
chicken + sweet,chicken,chem,30,0.866025,2,chayote,0.290800,True
chicken + sweet,chicken,chem,30,0.866025,3,butternut_squash,0.284600,True
chicken + sweet,chicken,chem,30,0.866025,4,quinoa,0.274100,True
chicken + sweet,chicken,chem,30,0.866025,5,pork,0.270200,False
chicken + sweet,chicken,chem,60,0.500000,1,nectar,0.329100,True
chicken + sweet,chicken,chem,60,0.500000,2,chayote,0.323000,True
chicken + sweet,chicken,chem,60,0.500000,3,amaranth,0.321100,True
chicken + sweet,chicken,chem,60,0.500000,4,quinoa,0.314900,True
chicken + sweet,chicken,chem,60,0.500000,5,arrowroot,0.299500,True
beef + sweet,beef,cooc,0,1.000000,1,onion,0.414000,False
beef + sweet,beef,cooc,0,1.000000,2,pork,0.369800,False
beef + sweet,beef,cooc,0,1.000000,3,black_pepper,0.354000,True
beef + sweet,beef,cooc,0,1.000000,4,garlic,0.351700,False
beef + sweet,beef,cooc,0,1.000000,5,potato,0.319600,False
beef + sweet,beef,cooc,30,0.866025,1,clove,0.329800,True
beef + sweet,beef,cooc,30,0.866025,2,onion,0.310800,False
beef + sweet,beef,cooc,30,0.866025,3,lime,0.306600,False
beef + sweet,beef,cooc,30,0.866025,4,red_wine,0.303500,True
beef + sweet,beef,cooc,30,0.866025,5,pork,0.300900,False
beef + sweet,beef,cooc,60,0.500000,1,blackberry,0.362400,True
beef + sweet,beef,cooc,60,0.500000,2,rum,0.358600,True
beef + sweet,beef,cooc,60,0.500000,3,peach,0.356800,True
beef + sweet,beef,cooc,60,0.500000,4,syrup,0.353300,False
beef + sweet,beef,cooc,60,0.500000,5,grand_marnier,0.339100,True
beef + sweet,beef,core,0,1.000000,1,chicken,0.571200,False
beef + sweet,beef,core,0,1.000000,2,taco_seasoning,0.555600,False
beef + sweet,beef,core,0,1.000000,3,bell_pepper,0.546400,False
beef + sweet,beef,core,0,1.000000,4,enchilada_sauce,0.545600,False
beef + sweet,beef,core,0,1.000000,5,mushroom,0.536400,False
beef + sweet,beef,core,30,0.866025,1,chicken,0.488500,False
beef + sweet,beef,core,30,0.866025,2,cumin,0.465900,True
beef + sweet,beef,core,30,0.866025,3,tomato,0.465500,False
beef + sweet,beef,core,30,0.866025,4,pork,0.465500,False
beef + sweet,beef,core,30,0.866025,5,mushroom,0.455700,False
beef + sweet,beef,core,60,0.500000,1,sparkling_wine,0.477100,True
beef + sweet,beef,core,60,0.500000,2,loganberry,0.467100,True
beef + sweet,beef,core,60,0.500000,3,ginger_ale,0.448600,False
beef + sweet,beef,core,60,0.500000,4,orange,0.438700,False
beef + sweet,beef,core,60,0.500000,5,blackberry,0.437100,True
beef + sweet,beef,chem,0,1.000000,1,chicken,0.405100,False
beef + sweet,beef,chem,0,1.000000,2,taco_sauce,0.337400,False
beef + sweet,beef,chem,0,1.000000,3,taco_seasoning,0.328000,False
beef + sweet,beef,chem,0,1.000000,4,mushroom,0.297900,False
beef + sweet,beef,chem,0,1.000000,5,tortilla,0.268400,False
beef + sweet,beef,chem,30,0.866025,1,chicken,0.321800,False
beef + sweet,beef,chem,30,0.866025,2,chayote,0.280400,True
beef + sweet,beef,chem,30,0.866025,3,cumin,0.269300,True
beef + sweet,beef,chem,30,0.866025,4,garland_chrysanthemum,0.263600,True
beef + sweet,beef,chem,30,0.866025,5,oyster_mushroom,0.260200,True
beef + sweet,beef,chem,60,0.500000,1,nectar,0.329400,True
beef + sweet,beef,chem,60,0.500000,2,chayote,0.316300,True
beef + sweet,beef,chem,60,0.500000,3,oyster_mushroom,0.293800,True
beef + sweet,beef,chem,60,0.500000,4,spirulina,0.283400,True
beef + sweet,beef,chem,60,0.500000,5,date,0.281300,False
salmon + sweet,salmon,cooc,0,1.000000,1,wasabi,0.348300,False
salmon + sweet,salmon,cooc,0,1.000000,2,avocado,0.324500,False
salmon + sweet,salmon,cooc,0,1.000000,3,ponzu,0.318900,False
salmon + sweet,salmon,cooc,0,1.000000,4,balsamic_vinegar,0.318000,True
salmon + sweet,salmon,cooc,0,1.000000,5,scallop,0.317100,False
salmon + sweet,salmon,cooc,30,0.866025,1,lemon,0.332500,False
salmon + sweet,salmon,cooc,30,0.866025,2,raspberry,0.322500,True
salmon + sweet,salmon,cooc,30,0.866025,3,berry,0.315900,True
salmon + sweet,salmon,cooc,30,0.866025,4,mango,0.309200,True
salmon + sweet,salmon,cooc,30,0.866025,5,wasabi,0.307700,False
salmon + sweet,salmon,cooc,60,0.500000,1,strawberry,0.397600,True
salmon + sweet,salmon,cooc,60,0.500000,2,rum,0.394900,True
salmon + sweet,salmon,cooc,60,0.500000,3,peach,0.383700,True
salmon + sweet,salmon,cooc,60,0.500000,4,raspberry,0.378000,True
salmon + sweet,salmon,cooc,60,0.500000,5,syrup,0.363200,False
salmon + sweet,salmon,core,0,1.000000,1,trout,0.649100,False
salmon + sweet,salmon,core,0,1.000000,2,ham,0.630000,False
salmon + sweet,salmon,core,0,1.000000,3,mirin,0.617400,False
salmon + sweet,salmon,core,0,1.000000,4,cod,0.616800,False
salmon + sweet,salmon,core,0,1.000000,5,fish_roe,0.611500,False
salmon + sweet,salmon,core,30,0.866025,1,mirin,0.544300,False
salmon + sweet,salmon,core,30,0.866025,2,wasabi,0.520000,False
salmon + sweet,salmon,core,30,0.866025,3,grapeseed_oil,0.512000,False
salmon + sweet,salmon,core,30,0.866025,4,kombu,0.509600,True
salmon + sweet,salmon,core,30,0.866025,5,rice_vinegar,0.506900,True
salmon + sweet,salmon,core,60,0.500000,1,nectar,0.504600,True
salmon + sweet,salmon,core,60,0.500000,2,chia_seed,0.457300,True
salmon + sweet,salmon,core,60,0.500000,3,triple_sec,0.456700,False
salmon + sweet,salmon,core,60,0.500000,4,nectarine,0.455900,True
salmon + sweet,salmon,core,60,0.500000,5,watermelon,0.452000,True
salmon + sweet,salmon,chem,0,1.000000,1,ham,0.498600,False
salmon + sweet,salmon,chem,0,1.000000,2,trout,0.355800,False
salmon + sweet,salmon,chem,0,1.000000,3,tuna,0.336700,False
salmon + sweet,salmon,chem,0,1.000000,4,cod,0.329800,False
salmon + sweet,salmon,chem,0,1.000000,5,miso,0.310300,False
salmon + sweet,salmon,chem,30,0.866025,1,ham,0.404800,False
salmon + sweet,salmon,chem,30,0.866025,2,kombu,0.344400,True
salmon + sweet,salmon,chem,30,0.866025,3,quinoa,0.334900,True
salmon + sweet,salmon,chem,30,0.866025,4,wasabi,0.331900,False
salmon + sweet,salmon,chem,30,0.866025,5,trout,0.329300,False
salmon + sweet,salmon,chem,60,0.500000,1,arrowroot,0.354800,True
salmon + sweet,salmon,chem,60,0.500000,2,quinoa,0.354000,True
salmon + sweet,salmon,chem,60,0.500000,3,agar,0.310800,True
salmon + sweet,salmon,chem,60,0.500000,4,spirulina,0.308400,True
salmon + sweet,salmon,chem,60,0.500000,5,caper,0.306900,True
chocolate + savory,chocolate,cooc,0,1.000000,1,cocoa_powder,0.553500,False
chocolate + savory,chocolate,cooc,0,1.000000,2,vanilla,0.489900,True
chocolate + savory,chocolate,cooc,0,1.000000,3,almond,0.478700,True
chocolate + savory,chocolate,cooc,0,1.000000,4,coffee,0.451200,True
chocolate + savory,chocolate,cooc,0,1.000000,5,sprinkles,0.443000,False
chocolate + savory,chocolate,cooc,30,0.866025,1,cocoa_powder,0.436900,False
chocolate + savory,chocolate,cooc,30,0.866025,2,vanilla,0.395300,True
chocolate + savory,chocolate,cooc,30,0.866025,3,coffee,0.384600,True
chocolate + savory,chocolate,cooc,30,0.866025,4,almond,0.382100,True
chocolate + savory,chocolate,cooc,30,0.866025,5,butter,0.381500,True
chocolate + savory,chocolate,cooc,60,0.500000,1,asiago_cheese,0.364800,True
chocolate + savory,chocolate,cooc,60,0.500000,2,bechamel,0.337500,False
chocolate + savory,chocolate,cooc,60,0.500000,3,butter,0.321900,True
chocolate + savory,chocolate,cooc,60,0.500000,4,sour_cream,0.309200,False
chocolate + savory,chocolate,cooc,60,0.500000,5,capicola,0.305700,False
chocolate + savory,chocolate,core,0,1.000000,1,cocoa_powder,0.848400,False
chocolate + savory,chocolate,core,0,1.000000,2,toffee,0.787500,False
chocolate + savory,chocolate,core,0,1.000000,3,frosting,0.768200,False
chocolate + savory,chocolate,core,0,1.000000,4,fudge,0.736700,False
chocolate + savory,chocolate,core,0,1.000000,5,cream,0.732200,False
chocolate + savory,chocolate,core,30,0.866025,1,cocoa_powder,0.711800,False
chocolate + savory,chocolate,core,30,0.866025,2,cream,0.689100,False
chocolate + savory,chocolate,core,30,0.866025,3,toffee,0.686100,False
chocolate + savory,chocolate,core,30,0.866025,4,fudge,0.650800,False
chocolate + savory,chocolate,core,30,0.866025,5,coffee_liqueur,0.646800,True
chocolate + savory,chocolate,core,60,0.500000,1,fontina_cheese,0.471700,True
chocolate + savory,chocolate,core,60,0.500000,2,cream,0.461300,False
chocolate + savory,chocolate,core,60,0.500000,3,coffee_liqueur,0.457100,True
chocolate + savory,chocolate,core,60,0.500000,4,pepperoni,0.420300,False
chocolate + savory,chocolate,core,60,0.500000,5,ravioli,0.419600,False
chocolate + savory,chocolate,chem,0,1.000000,1,toffee,0.685700,False
chocolate + savory,chocolate,chem,0,1.000000,2,cocoa_powder,0.676200,False
chocolate + savory,chocolate,chem,0,1.000000,3,frosting,0.672800,False
chocolate + savory,chocolate,chem,0,1.000000,4,cream,0.651100,False
chocolate + savory,chocolate,chem,0,1.000000,5,marshmallow,0.637200,False
chocolate + savory,chocolate,chem,30,0.866025,1,toffee,0.585800,False
chocolate + savory,chocolate,chem,30,0.866025,2,cream,0.578400,False
chocolate + savory,chocolate,chem,30,0.866025,3,marshmallow,0.555300,False
chocolate + savory,chocolate,chem,30,0.866025,4,ice_cream,0.554300,False
chocolate + savory,chocolate,chem,30,0.866025,5,frosting,0.552900,False
chocolate + savory,chocolate,chem,60,0.500000,1,cream_cheese,0.459300,True
chocolate + savory,chocolate,chem,60,0.500000,2,cream,0.350700,False
chocolate + savory,chocolate,chem,60,0.500000,3,ice_cream,0.339600,False
chocolate + savory,chocolate,chem,60,0.500000,4,toffee,0.328800,False
chocolate + savory,chocolate,chem,60,0.500000,5,marshmallow,0.324600,False
bread + savory,bread,cooc,0,1.000000,1,olive_oil,0.436400,True
bread + savory,bread,cooc,0,1.000000,2,parsley,0.370000,True
bread + savory,bread,cooc,0,1.000000,3,paprika,0.364100,True
bread + savory,bread,cooc,0,1.000000,4,thyme,0.353400,True
bread + savory,bread,cooc,0,1.000000,5,anchovy,0.349600,False
bread + savory,bread,cooc,30,0.866025,1,olive_oil,0.422900,True
bread + savory,bread,cooc,30,0.866025,2,cheese,0.384800,True
bread + savory,bread,cooc,30,0.866025,3,thyme,0.379400,True
bread + savory,bread,cooc,30,0.866025,4,parsley,0.373600,True
bread + savory,bread,cooc,30,0.866025,5,bacon,0.363800,True
bread + savory,bread,cooc,60,0.500000,1,provolone_cheese,0.407500,True
bread + savory,bread,cooc,60,0.500000,2,pancetta,0.330800,True
bread + savory,bread,cooc,60,0.500000,3,capicola,0.325000,False
bread + savory,bread,cooc,60,0.500000,4,mushroom,0.324000,True
bread + savory,bread,cooc,60,0.500000,5,bechamel,0.319700,False
bread + savory,bread,core,0,1.000000,1,pasta,0.690700,True
bread + savory,bread,core,0,1.000000,2,artichoke,0.675500,True
bread + savory,bread,core,0,1.000000,3,olive_oil,0.667400,True
bread + savory,bread,core,0,1.000000,4,parsley,0.638200,True
bread + savory,bread,core,0,1.000000,5,red_onion,0.637300,True
bread + savory,bread,core,30,0.866025,1,provolone_cheese,0.660900,True
bread + savory,bread,core,30,0.866025,2,pasta,0.608500,True
bread + savory,bread,core,30,0.866025,3,olive_oil,0.594000,True
bread + savory,bread,core,30,0.866025,4,bread_crumbs,0.589700,True
bread + savory,bread,core,30,0.866025,5,bacon,0.588800,True
bread + savory,bread,core,60,0.500000,1,provolone_cheese,0.551900,True
bread + savory,bread,core,60,0.500000,2,pepperoni,0.456800,False
bread + savory,bread,core,60,0.500000,3,bacon,0.421700,True
bread + savory,bread,core,60,0.500000,4,alfredo_sauce,0.419400,False
bread + savory,bread,core,60,0.500000,5,pesto,0.410700,False
bread + savory,bread,chem,0,1.000000,1,pasta,0.465800,True
bread + savory,bread,chem,0,1.000000,2,caper,0.432300,True
bread + savory,bread,chem,0,1.000000,3,artichoke,0.428100,True
bread + savory,bread,chem,0,1.000000,4,anchovy,0.377100,False
bread + savory,bread,chem,0,1.000000,5,provolone_cheese,0.371400,True
bread + savory,bread,chem,30,0.866025,1,provolone_cheese,0.522800,True
bread + savory,bread,chem,30,0.866025,2,pasta,0.396100,True
bread + savory,bread,chem,30,0.866025,3,bacon,0.371400,True
bread + savory,bread,chem,30,0.866025,4,salami,0.345900,False
bread + savory,bread,chem,30,0.866025,5,anchovy,0.344300,False
bread + savory,bread,chem,60,0.500000,1,provolone_cheese,0.534100,True
bread + savory,bread,chem,60,0.500000,2,bacon,0.318900,True
bread + savory,bread,chem,60,0.500000,3,salami,0.318800,False
bread + savory,bread,chem,60,0.500000,4,prosciutto,0.318700,False
bread + savory,bread,chem,60,0.500000,5,pesto,0.317900,False
potato + savory,potato,cooc,0,1.000000,1,onion,0.388300,True
potato + savory,potato,cooc,0,1.000000,2,bay_leaf,0.370700,True
potato + savory,potato,cooc,0,1.000000,3,tomato,0.362900,True
potato + savory,potato,cooc,0,1.000000,4,salt,0.346700,False
potato + savory,potato,cooc,0,1.000000,5,parsley,0.345200,True
potato + savory,potato,cooc,30,0.866025,1,cheese,0.419600,True
potato + savory,potato,cooc,30,0.866025,2,onion,0.418400,True
potato + savory,potato,cooc,30,0.866025,3,tomato,0.373500,True
potato + savory,potato,cooc,30,0.866025,4,parsley,0.372600,True
potato + savory,potato,cooc,30,0.866025,5,oregano,0.371400,True
potato + savory,potato,cooc,60,0.500000,1,cheese,0.395300,True
potato + savory,potato,cooc,60,0.500000,2,onion,0.336400,True
potato + savory,potato,cooc,60,0.500000,3,alfredo_sauce,0.330600,False
potato + savory,potato,cooc,60,0.500000,4,mushroom,0.326900,True
potato + savory,potato,cooc,60,0.500000,5,bacon,0.320400,True
potato + savory,potato,core,0,1.000000,1,onion,0.570100,True
potato + savory,potato,core,0,1.000000,2,paprika,0.569500,True
potato + savory,potato,core,0,1.000000,3,corn,0.546000,True
potato + savory,potato,core,0,1.000000,4,pea,0.545600,True
potato + savory,potato,core,0,1.000000,5,leek,0.540600,True
potato + savory,potato,core,30,0.866025,1,cheese,0.588100,True
potato + savory,potato,core,30,0.866025,2,mushroom,0.546100,True
potato + savory,potato,core,30,0.866025,3,onion,0.525900,True
potato + savory,potato,core,30,0.866025,4,bacon,0.525200,True
potato + savory,potato,core,30,0.866025,5,paprika,0.515400,True
potato + savory,potato,core,60,0.500000,1,parmesan_cheese,0.526600,True
potato + savory,potato,core,60,0.500000,2,mushroom,0.415700,True
potato + savory,potato,core,60,0.500000,3,red_wine,0.409500,True
potato + savory,potato,core,60,0.500000,4,bacon,0.407000,True
potato + savory,potato,core,60,0.500000,5,pepperoni,0.405300,False
potato + savory,potato,chem,0,1.000000,1,curry_paste,0.342000,False
potato + savory,potato,chem,0,1.000000,2,guascas,0.339700,False
potato + savory,potato,chem,0,1.000000,3,leek,0.300500,True
potato + savory,potato,chem,0,1.000000,4,corn,0.277200,True
potato + savory,potato,chem,0,1.000000,5,chicken,0.274000,True
potato + savory,potato,chem,30,0.866025,1,cheese,0.402900,True
potato + savory,potato,chem,30,0.866025,2,mushroom,0.293200,True
potato + savory,potato,chem,30,0.866025,3,bacon,0.283700,True
potato + savory,potato,chem,30,0.866025,4,guascas,0.280100,False
potato + savory,potato,chem,30,0.866025,5,beef,0.276200,True
potato + savory,potato,chem,60,0.500000,1,cheese,0.458100,True
potato + savory,potato,chem,60,0.500000,2,red_wine,0.300700,True
potato + savory,potato,chem,60,0.500000,3,alfredo_sauce,0.284600,False
potato + savory,potato,chem,60,0.500000,4,pesto,0.278000,False
potato + savory,potato,chem,60,0.500000,5,crescent_roll,0.275800,False
tomato + bitter,tomato,cooc,0,1.000000,1,onion,0.482800,False
tomato + bitter,tomato,cooc,0,1.000000,2,parsley,0.472100,False
tomato + bitter,tomato,cooc,0,1.000000,3,garlic,0.461100,False
tomato + bitter,tomato,cooc,0,1.000000,4,olive_oil,0.455100,True
tomato + bitter,tomato,cooc,0,1.000000,5,bell_pepper,0.441700,False
tomato + bitter,tomato,cooc,30,0.866025,1,olive_oil,0.425600,True
tomato + bitter,tomato,cooc,30,0.866025,2,parsley,0.416500,False
tomato + bitter,tomato,cooc,30,0.866025,3,lettuce,0.389600,True
tomato + bitter,tomato,cooc,30,0.866025,4,onion,0.388600,False
tomato + bitter,tomato,cooc,30,0.866025,5,garlic,0.380900,False
tomato + bitter,tomato,cooc,60,0.500000,1,lettuce,0.315700,True
tomato + bitter,tomato,cooc,60,0.500000,2,millet,0.314500,True
tomato + bitter,tomato,cooc,60,0.500000,3,mung_bean,0.313700,True
tomato + bitter,tomato,cooc,60,0.500000,4,carrot,0.304900,False
tomato + bitter,tomato,cooc,60,0.500000,5,quinoa,0.300900,True
tomato + bitter,tomato,core,0,1.000000,1,bell_pepper,0.611400,False
tomato + bitter,tomato,core,0,1.000000,2,olive_oil,0.588400,True
tomato + bitter,tomato,core,0,1.000000,3,onion,0.585600,False
tomato + bitter,tomato,core,0,1.000000,4,bean,0.570500,False
tomato + bitter,tomato,core,0,1.000000,5,garlic,0.569400,False
tomato + bitter,tomato,core,30,0.866025,1,chickpea,0.638700,True
tomato + bitter,tomato,core,30,0.866025,2,quinoa,0.604800,True
tomato + bitter,tomato,core,30,0.866025,3,lentil,0.587000,True
tomato + bitter,tomato,core,30,0.866025,4,eggplant,0.584700,True
tomato + bitter,tomato,core,30,0.866025,5,kale,0.576400,True
tomato + bitter,tomato,core,60,0.500000,1,quinoa,0.586100,True
tomato + bitter,tomato,core,60,0.500000,2,chia_seed,0.557800,True
tomato + bitter,tomato,core,60,0.500000,3,chickpea,0.556600,True
tomato + bitter,tomato,core,60,0.500000,4,cashew,0.551700,True
tomato + bitter,tomato,core,60,0.500000,5,mung_bean,0.540300,True
tomato + bitter,tomato,chem,0,1.000000,1,bean,0.290900,False
tomato + bitter,tomato,chem,0,1.000000,2,bell_pepper,0.289400,False
tomato + bitter,tomato,chem,0,1.000000,3,tortilla,0.283700,False
tomato + bitter,tomato,chem,0,1.000000,4,onion,0.280500,False
tomato + bitter,tomato,chem,0,1.000000,5,pasta,0.274500,True
tomato + bitter,tomato,chem,30,0.866025,1,quinoa,0.426000,True
tomato + bitter,tomato,chem,30,0.866025,2,lentil,0.423400,True
tomato + bitter,tomato,chem,30,0.866025,3,pasta,0.394500,True
tomato + bitter,tomato,chem,30,0.866025,4,chayote,0.394000,True
tomato + bitter,tomato,chem,30,0.866025,5,chickpea,0.391600,True
tomato + bitter,tomato,chem,60,0.500000,1,quinoa,0.504900,True
tomato + bitter,tomato,chem,60,0.500000,2,scallion,0.470300,True
tomato + bitter,tomato,chem,60,0.500000,3,chickpea,0.470200,True
tomato + bitter,tomato,chem,60,0.500000,4,kale,0.468100,True
tomato + bitter,tomato,chem,60,0.500000,5,oyster_mushroom,0.463300,True
cream + bitter,cream,cooc,0,1.000000,1,butter,0.462300,False
cream + bitter,cream,cooc,0,1.000000,2,egg_yolk,0.403100,False
cream + bitter,cream,cooc,0,1.000000,3,gelatin,0.386000,False
cream + bitter,cream,cooc,0,1.000000,4,ice_cream,0.374700,False
cream + bitter,cream,cooc,0,1.000000,5,brandy,0.374100,False
cream + bitter,cream,cooc,30,0.866025,1,strawberry,0.374800,False
cream + bitter,cream,cooc,30,0.866025,2,hazelnut,0.370900,True
cream + bitter,cream,cooc,30,0.866025,3,pistachio,0.368200,True
cream + bitter,cream,cooc,30,0.866025,4,gelatin,0.365000,False
cream + bitter,cream,cooc,30,0.866025,5,vanilla,0.358500,False
cream + bitter,cream,cooc,60,0.500000,1,almond_butter,0.330900,True
cream + bitter,cream,cooc,60,0.500000,2,soy_protein_isolate,0.324600,False
cream + bitter,cream,cooc,60,0.500000,3,hemp_seed,0.312000,False
cream + bitter,cream,cooc,60,0.500000,4,mung_bean,0.311700,True
cream + bitter,cream,cooc,60,0.500000,5,millet,0.310600,True
cream + bitter,cream,core,0,1.000000,1,gelatin,0.778100,False
cream + bitter,cream,core,0,1.000000,2,chocolate,0.732200,True
cream + bitter,cream,core,0,1.000000,3,sugar,0.709700,False
cream + bitter,cream,core,0,1.000000,4,cocoa_powder,0.702400,False
cream + bitter,cream,core,0,1.000000,5,ice_cream,0.692700,False
cream + bitter,cream,core,30,0.866025,1,gelatin,0.718300,False
cream + bitter,cream,core,30,0.866025,2,chocolate,0.692600,True
cream + bitter,cream,core,30,0.866025,3,cocoa_powder,0.690800,False
cream + bitter,cream,core,30,0.866025,4,sugar,0.673800,False
cream + bitter,cream,core,30,0.866025,5,hazelnut,0.654500,True
